"","work","title","year","first_author","issn","name"
"202","https://openalex.org/W3126501859","The Nature of Equitable Property: A Functional Analysis","2012-01-01","https://openalex.org/A2953580660",NA,"Journal of Equity"
"203","https://openalex.org/W1561868403","An introduction to property law in Australia","2001-01-01","https://openalex.org/A2169881676",NA,NA
"204","https://openalex.org/W62920119","The Right to Ridicule","2006-01-01","https://openalex.org/A2608993936","0028-7504","New York Review of Books"
"205","https://openalex.org/W2021698247","Sovereignty, International Law and Democracy","2011-05-01","https://openalex.org/A2025721334","0938-5428","European Journal of International Law"
"206","https://openalex.org/W1777086636","Human Rights Without Foundations","2007-03-01","https://openalex.org/A1920287254",NA,"Social Science Research Network"
"207","https://openalex.org/W2093565479","What Use for Sovereignty Today","2011-01-25","https://openalex.org/A2072925117","2044-2513","Asian Journal of International Law"
"208","https://openalex.org/W2022183040","Sovereignty: Organized Hypocrisy","1999-01-01","https://openalex.org/A1852163139",NA,NA
"209","https://openalex.org/W2647212202","Jurisprudence for Hedgehogs","2013-07-05","https://openalex.org/A2555859626",NA,"Social Science Research Network"
"210","https://openalex.org/W1593499730","""The Law of Peoples: With"" The Idea of Public Reason Revisited,""","2001-03-02","https://openalex.org/A2100846658","0031-8221","Philosophy East and West"
"211","https://openalex.org/W2007171197","On Interpretivism and International Law","2009-08-01","https://openalex.org/A2609417442","0938-5428","European Journal of International Law"
"212","https://openalex.org/W1542907568","Human Rights for Hedgehogs? Global Value Pluralism, International Law and Some Reservations of the Fox","2010-01-15","https://openalex.org/A2155327577",NA,"Social Science Research Network"
"213","https://openalex.org/W18074679","A Reply to Dworkin's New Theory of International Law","2013-08-10","https://openalex.org/A2057722189",NA,"Social Science Research Network"
"214","https://openalex.org/W2734385425","Ronald Dworkin: An Appreciation","2013-06-07","https://openalex.org/A2555859626",NA,"Social Science Research Network"
"215","https://openalex.org/W3122456953","Human Rights in the Emerging World Order","2010-03-01","https://openalex.org/A1920287254","2041-4005","Transnational legal theory"
"216","https://openalex.org/W1527505572","Sovereignty in Fragments: The Past, Present and Future of a Contested Concept","2010-12-09","https://openalex.org/A41906004",NA,NA
"217","https://openalex.org/W219684293","International Law: Table of treaties and selected other international instruments","2003-01-01","https://openalex.org/A2703956315",NA,NA
"218","https://openalex.org/W12049064","Re-envisioning Sovereignty: The End of Westphalia?","2008-05-28","https://openalex.org/A2696194795",NA,NA
"219","https://openalex.org/W2149676418","Fairness in International Law and Institutions","1996-01-01","https://openalex.org/A1499872007",NA,NA
"220","https://openalex.org/W3124757222","Studies in the Problem of Sovereignty","1917-01-01","https://openalex.org/A2336278713",NA,"Research Papers in Economics"
"221","https://openalex.org/W842852106","Comment penser le droit global","2012-01-01","https://openalex.org/A2137235226",NA,NA
"222","https://openalex.org/W1601865878","The Globalization of Law","1993-01-01","https://openalex.org/A2618147025","1080-0727","Indiana Journal of Global Legal Studies"
"223","https://openalex.org/W3152105434","The Cheyenne Way. Conflict and Case Law in Primitive Jurisprudence","1942-02-01","https://openalex.org/A2460283222","0041-9494","University of Chicago Law Review"
"224","https://openalex.org/W1558985970","Comment on écrit l'histoire.","2013-01-01","https://openalex.org/A2174882271",NA,NA
"225","https://openalex.org/W3126132768","U.S. Administrative Law: A Model for Global Administrative Law?","2005-06-22","https://openalex.org/A2269320156","0023-9186","Law and contemporary problems"
"226","https://openalex.org/W621296107","The New Law and Economic Development: A Critical Appraisal","2006-08-21","https://openalex.org/A2247697411",NA,NA
"227","https://openalex.org/W2075897064","Savigny's Family/Patrimony Distinction and its Place in the Global Genealogy of Classical Legal Thought","2010-10-01","https://openalex.org/A2136341733","0002-919X","American Journal of Comparative Law"
"228","https://openalex.org/W2806444070","Cannibalizing Epistemes: Will Modern Law Protect Traditional Cultural Expressions?","2008-09-30","https://openalex.org/A1602648781",NA,NA
"229","https://openalex.org/W1966949425","Civilisation et Naissance de l’Histoire Mondiale Dans l’Historie des Deux Indes de Raynal","2008-05-25","https://openalex.org/A2383552456","0035-1776","Revue de synthèse"
"230","https://openalex.org/W1501195759","General Jurisprudence: Understanding Law from a Global Perspective","2009-02-12","https://openalex.org/A1994645288",NA,NA
"231","https://openalex.org/W1575038597","L'éloge de l'ombre","2013-04-07","https://openalex.org/A2681100094","1929-4336","ti<"
"232","https://openalex.org/W1545442817","Discipline and Punish","2013-02-05","https://openalex.org/A2053890423",NA,NA
"233","https://openalex.org/W1545079313","The Rise of World Constitutionalism","1997-05-01","https://openalex.org/A2149534396","0042-6601","Virginia Law Review"
"234","https://openalex.org/W2048983380","Cooption and Resistance: Two Faces of Global Administrative Law","2005-01-01","https://openalex.org/A2607576226",NA,"Social Science Research Network"
"235","https://openalex.org/W2169732068","The standard of ""civilization"" in international society","1984-01-01","https://openalex.org/A2066660984",NA,NA
"236","https://openalex.org/W2795109264","A Transcivilizational Perspective on International Law: Questioning Prevalent Cognitive Frameworks in the Emerging Multi-Polar and Multi-Civilizational World of the Twenty-First Century","2010-07-05","https://openalex.org/A2795220179",NA,NA
"237","https://openalex.org/W2963025924","Le droit dans les sociétés humaines","1996-01-01","https://openalex.org/A2793598067",NA,NA
"238","https://openalex.org/W947116432","General Jurisprudence: Part B","2009-01-01","https://openalex.org/A2715142230",NA,NA
"239","https://openalex.org/W3124294972","The Aesthetics of American Law","2002-02-01","https://openalex.org/A2131336904","0017-811X","Harvard Law Review"
"240","https://openalex.org/W119411670","Our Undemocratic Constitution: Where the Constitution Goes Wrong (And How We the People Can Correct It)","2006-09-28","https://openalex.org/A2799130014",NA,NA
"241","https://openalex.org/W1885119976","The Emergence of Global Administrative Law","2005-04-14","https://openalex.org/A2559440159",NA,"Social Science Research Network"
"242","https://openalex.org/W3202336938","Les cités obscures","2018-01-01","https://openalex.org/A2136955226",NA,NA
"243","https://openalex.org/W2002751008","Private International Law Beyond the Schism","2011-09-15","https://openalex.org/A2132347874","2041-4005","Transnational legal theory"
"244","https://openalex.org/W2602007964","UNDERSTANDING LEGAL REALISM","2008-05-01","https://openalex.org/A25773667",NA,"Social Science Research Network"
"245","https://openalex.org/W132100708","Theorizing the Sources of International Law","2010-01-01","https://openalex.org/A2025721334",NA,NA
"246","https://openalex.org/W2707284192","International Law: 'A Relatively Small and Unimportant' Part of Jurisprudence?","2013-10-01","https://openalex.org/A2555859626",NA,"Social Science Research Network"
"247","https://openalex.org/W2107411607","An Egalitarian Law of Peoples","1994-07-01","https://openalex.org/A2065004463","0048-3915","Philosophy & Public Affairs"
"248","https://openalex.org/W1547778023","The limits of international law","2005-01-01","https://openalex.org/A2149397717","0015-7120","Foreign Affairs"
"249","https://openalex.org/W3168199144","Conditions of an Unforced Consensus on Human Rights","1996-01-01","https://openalex.org/A2103691184",NA,"Beogradski krug"
"250","https://openalex.org/W2497746047","Ronald Dworkin, State Consent, and Progressive Cosmopolitanism","2016-05-01","https://openalex.org/A2493615340",NA,NA
"251","https://openalex.org/W2502091252","The Legacy of Ronald Dworkin","2016-05-01","https://openalex.org/A2604837568",NA,NA
"252","https://openalex.org/W594879187","Compulsion in the criminal law","1990-01-01","https://openalex.org/A2698276337",NA,NA
"253","https://openalex.org/W1509028277","Canadian Criminal Law: A Treatise","1995-05-01","https://openalex.org/A1964658685",NA,NA
"254","https://openalex.org/W3144120690","Philosophy and the Criminal Law","1984-01-01","https://openalex.org/A3139720993",NA,NA
"255","https://openalex.org/W2506537432","The Nature of Justification","1993-12-30","https://openalex.org/A2136579890",NA,NA
"256","https://openalex.org/W2796971335","The Foundations of Statistics","1973-10-01","https://openalex.org/A3212283457","0025-5572","The Mathematical Gazette"
"257","https://openalex.org/W1602083578","Individual choice under certainty and uncertainty","1984-09-27","https://openalex.org/A290705619",NA,NA
"258","https://openalex.org/W2049326250","Self-Defense and Defense of Others","1998-04-01","https://openalex.org/A2566140865","0048-3915","Philosophy & Public Affairs"
"259","https://openalex.org/W561034360","The unity of the common law","1995-08-17","https://openalex.org/A2240769649",NA,NA
"260","https://openalex.org/W2491355639","A Theory of Criminal Law Excuses","1988-01-01","https://openalex.org/A2152632125","0841-8209","The Canadian Journal of Law and Jurisprudence"
"261","https://openalex.org/W2159866583","Philosophy and the Mirror of Nature","1979-01-01","https://openalex.org/A748507223",NA,NA
"262","https://openalex.org/W2166987116","The Tragedy of the Anticommons: Property in the Transition from Marx to Markets","1998-01-01","https://openalex.org/A2510650624","0017-811X","Harvard Law Review"
"263","https://openalex.org/W1554008425","Toward a Theory of Copyright: The Metamorphoses of “Authorship”","1991-04-01","https://openalex.org/A732733723","0012-7086","Duke Law Journal"
"264","https://openalex.org/W1980954975","The Construction of Authorship: Textual Appropriation in Law and Literature","1997-01-01","https://openalex.org/A3212019490","0026-7937","Modern Language Review"
"265","https://openalex.org/W12847311","Software as Discourse: The Power of Intellectual Property in Digital Architecture","2000-01-01","https://openalex.org/A2567530875",NA,"Cardozo Arts & Entertainment Law Journal"
"266","https://openalex.org/W1498547694","Intellectual Property in the New Technological Age","1997-06-01","https://openalex.org/A1756056296",NA,NA
"267","https://openalex.org/W1597750586","Power/Knowledge: Selected Interviews and Other Writings 1972-1977","1980-01-01","https://openalex.org/A2344910454",NA,NA
"268","https://openalex.org/W149413042","Property and Contract on the Internet","1998-01-01","https://openalex.org/A2908618166","0009-3599","Chicago-Kent} Law Review"
"269","https://openalex.org/W1966122501","An Economic Analysis of Copyright Law","1989-06-01","https://openalex.org/A92540621","0047-2530","The Journal of Legal Studies"
"270","https://openalex.org/W616117211","Pragmatism and Other Essays","1975-01-01","https://openalex.org/A2100671355",NA,NA
"271","https://openalex.org/W1487140189","Intellectual Property Rights in Data","1997-01-01","https://openalex.org/A2143645412","0042-2533","Vanderbilt Law Review"
"272","https://openalex.org/W2736390909","On owning information: intellectual property and the restitutionary impulse","1992-02-01","https://openalex.org/A2103756398","0042-6601","Virginia Law Review"
"273","https://openalex.org/W2795865808","Copyright and a democratic civil society","1998-01-01","https://openalex.org/A2090808825",NA,NA
